security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
500411,thermax ltd.,thermax,thermax ltd.,Active,A,2,ine152a01029,capital goods,industrials,electrical equipment,heavy electrical equipment
500412,thirumalai chemicals ltd.,tirumalchm,thirumalai chemicals ltd.,Active,A,1,ine338a01024,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500413,thomas cook (india) ltd.,thomascook,thomas cook (india) ltd.,Active,A,1,ine332a01027,consumer services,consumer discretionary,leisure services,tour travel related services
500414,timex group india ltd,timex,timex group india ltd.,Active,XT,1,ine064a01026,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
500418,tokyo plast international ltd.,tokyoplast,tokyo plast international ltd.,Active,B,10,ine932c01012,consumer durables,consumer discretionary,consumer durables,plastic products - consumer
500420,torrent pharmaceuticals ltd.,torntpharm,torrent pharmaceuticals ltd.,Active,A,5,ine685a01028,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500422,transchem limited.,transchem,transchem ltd.,Active,X,10,ine019b01010,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500425,ambuja cements ltd.,ambujacem,ambuja cements ltd.,Active,A,2,ine079a01024,construction materials,commodities,cement & cement products,cement & cement products
500426,utl industries limited,utlinds,utl industries limited,Active,X,1,ine184e01024,realty,consumer discretionary,realty,residential commercial projects
500429,uniphos enterprises limited.,uniphos,uniphos enterprises ltd.,Active,B,2,ine037a01022,chemicals,commodities,chemicals & petrochemicals,trading - chemicals
500439,vardhman holdings limited,vhl,vardhman holdings ltd.,Active,B,10,ine701a01023,financial services,financial services,finance,non banking financial company (nbfc)
500440,hindalco industries ltd.,hindalco,hindalco industries ltd.,Active,A,1,ine038a01020,metals & mining,commodities,non - ferrous metals,aluminium
500444,west coast paper mills limited,wstcstpapr,west coast paper mills ltd.,Active,A,2,ine976a01021,forest materials,commodities,paper forest & jute products,paper & paper products
500449,hindustan organic chemicals ltd.,hocl,hindustan organic chemicals ltd.,Active,B,10,ine048a01011,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500450,mpil corporation limited,mpilcorpl,mpil corporation ltd.,Active,X,10,ine844c01027,financial services,financial services,finance,other financial services
500456,pasupati acrylon ltd.,pasuptac,pasupati acrylon ltd.,Active,B,10,ine818b01023,chemicals,commodities,chemicals & petrochemicals,petrochemicals
500458,kore foods limited,kore,kore foods ltd,Active,XT,10,ine601a01017,fast moving consumer goods,fast moving consumer goods,food products,other food products
500459,procter & gamble hygiene & health care ltd.,pghh,procter & gamble hygiene & health care ltd.,Active,A,10,ine179a01014,fast moving consumer goods,fast moving consumer goods,personal products,personal care
500460,mukand ltd.,mukandltd,mukand ltd.,Active,B,10,ine304a01026,metals & mining,commodities,ferrous metals,iron & steel
500463,black box limited,bbox,black box ltd,Active,A,2,ine676a01027,information technology,information technology,it - services,it enabled services
500464,ucal fuel systems ltd.,ucalfuel,ucal fuel systems ltd.,Active,B,10,ine139b01016,automobile and auto components,consumer discretionary,auto components,auto components & equipments
500467,harrisons malayalam ltd.,harrmalaya,harrisons malayalam ltd.,Active,B,10,ine544a01019,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,tea & coffee
500469,federal bank ltd.,federalbnk,federal bank ltd.,Active,A,2,ine171a01029,financial services,financial services,banks,private sector bank
500470,tata steel limited,tatasteel,tata steel ltd.,Active,A,10,ine081a01012,metals & mining,commodities,ferrous metals,iron & steel
500472,skf india ltd.,skfindia,skf india ltd,Active,A,10,ine640a01023,capital goods,industrials,industrial products,bearings
500477,ashok leyland ltd.,ashokley,ashok leyland ltd.,Active,A,1,ine208a01029,capital goods,industrials,agricultural commercial & construction vehicles,commercial vehicles
500480,cummins india ltd.,cumminsind,cummins india ltd.,Active,A,2,ine298a01020,capital goods,industrials,industrial products,diesel engines
500483,tata communications limited,tatacomm,tata communications ltd.,Active,A,10,ine151a01013,telecommunication,telecommunication,telecom - services,telecom - cellular & fixed line services
500488,abbott india ltd.,abbotindia,abbott india ltd.,Active,A,10,ine358a01014,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500490,bajaj holdings & investment limited,bajajhldng,bajaj holdings & investment ltd.,Active,A,10,ine118a01012,financial services,financial services,finance,holding company
500493,bharat forge ltd,bharatforg,bharat forge ltd.,Active,A,2,ine465a01025,capital goods,industrials,industrial products,castings & forgings
500495,escorts limited,escorts,escorts ltd.,Active,A,10,ine042a01014,capital goods,industrials,agricultural commercial & construction vehicles,tractors
500500,hindustan motors ltd.,hindmotors,hindustan motors ltd.,Active,T,5,ine253a01025,automobile and auto components,consumer discretionary,automobiles,passenger cars & utility vehicles
500510,larsen & toubro limited,lt,larsen & toubro ltd.,Active,A,2,ine018a01030,construction,industrials,construction,engineering designing & construction
500520,mahindra & mahindra ltd.,m&m,mahindra & mahindra ltd.,Active,A,5,ine101a01026,automobile and auto components,consumer discretionary,automobiles,passenger cars & utility vehicles
500530,bosch ltd,boschltd,bosch ltd.,Active,A,10,ine323a01026,automobile and auto components,consumer discretionary,auto components,auto components & equipments
500540,premier limited,premier,premier ltd.,Active,T,10,ine342a01018,capital goods,industrials,industrial manufacturing,engineering & construction products
500547,bharat petroleum corpn. ltd.,bpcl,bharat petroleum corporation ltd.,Active,A,10,ine029a01011,"oil, gas & consumable fuels",energy,petroleum products,refineries & marketing
500550,siemens ltd.,siemens,siemens ltd.,Active,A,2,ine003a01024,capital goods,industrials,electrical equipment,heavy electrical equipment
500570,tata motors ltd.,tatamotors,tata motors ltd.,Active,A,2,ine155a01022,automobile and auto components,consumer discretionary,automobiles,passenger cars & utility vehicles
500575,voltas ltd.,voltas,voltas ltd.,Active,A,1,ine226a01021,consumer durables,consumer discretionary,consumer durables,air conditioner
500620,great eastern shipping co. ltd.,geship*,great eastern shipping co.ltd.,Active,A,10,ine017a01032,services,services,transport services,shipping
500645,deepak fertilizers &petrochemicals,deepakfert,deepak fertilisers & petrochemicals corporation ltd.,Active,A,10,ine501a01019,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500650,excell industries ltd.,excelindus,excel industries ltd.,Active,B,5,ine369a01029,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500655,garware hi-tech films limited,grwrhitech,garware hi-tech films ltd,Active,A,10,ine291a01017,capital goods,industrials,industrial products,plastic products - industrial
500660,glaxosmithkline pharmaceuticals ltd.,glaxo,glaxosmithkline pharmaceuticals ltd.,Active,A,10,ine159a01016,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500670,gujarat narmada valley fert.co.ltd,gnfc,gujarat narmada valley fertilizers & chemicals ltd.,Active,A,10,ine113a01013,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500672,novartis india limited.,novartind,novartis india ltd.,Active,B,5,ine234a01025,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500674,sanofi india ltd,sanofi,sanofi india ltd,Active,A,10,ine058a01010,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500680,pfizer ltd.,pfizer,pfizer ltd.,Active,A,10,ine182a01018,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
500690,gujarat state fertilizers & chem.ltd,gsfc,gujarat state fertilizers & chemicals ltd.,Active,A,2,ine026a01025,chemicals,commodities,fertilizers & agrochemicals,fertilizers
500696,hindustan unilever ltd.,hindunilvr,hindustan unilever ltd.,Active,A,1,ine030a01027,fast moving consumer goods,fast moving consumer goods,diversified fmcg,diversified fmcg
500710,akzo nobel india limited,akzoindia,akzo nobel india limited,Active,A,10,ine133a01011,consumer durables,consumer discretionary,consumer durables,paints
500730,nocil ltd,nocil,nocil ltd.,Active,A,10,ine163a01018,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
500770,tata chemicals ltd,tatachem,tata chemicals ltd.,Active,A,10,ine092a01019,chemicals,commodities,chemicals & petrochemicals,commodity chemicals
500777,tamilnadu petroproducts ltd,tnpetro,tamilnadu petroproducts ltd.,Active,A,10,ine148a01019,chemicals,commodities,chemicals & petrochemicals,petrochemicals
500780,zuari global limited,zuariglob,zuari global ltd.,Active,B,10,ine217a01012,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
500790,nestle india ltd.,nestleind,nestle india ltd.,Active,A,10,ine239a01016,fast moving consumer goods,fast moving consumer goods,food products,packaged foods
500800,tata consumer products limited,tataconsum,tata consumer products ltd,Active,A,1,ine192a01025,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,tea & coffee
500820,asian paints ltd.,asianpaint,asian paints ltd.,Active,A,1,ine021a01026,consumer durables,consumer discretionary,consumer durables,paints
500825,britannia industries ltd.,britannia,britannia industries ltd.,Active,A,1,ine216a01030,fast moving consumer goods,fast moving consumer goods,food products,packaged foods
500830,colgate-palmolive (india) ltd.,colpal,colgate-palmolive (india) ltd.,Active,A,1,ine259a01022,fast moving consumer goods,fast moving consumer goods,personal products,personal care
500840,eih ltd,eihotel,eih ltd.,Active,A,2,ine230a01023,consumer services,consumer discretionary,leisure services,hotels & resorts
500850,indian hotels co. ltd,indhotel,indian hotels co.ltd.,Active,A,1,ine053a01029,consumer services,consumer discretionary,leisure services,hotels & resorts
500870,castrol india ltd,castrolind,castrol india ltd.,Active,A,5,ine172a01027,"oil, gas & consumable fuels",energy,petroleum products,lubricants
500875,itc ltd,itc,itc ltd.,Active,A,1,ine154a01025,fast moving consumer goods,fast moving consumer goods,diversified fmcg,diversified fmcg
500877,apollo tyres ltd,apollotyre,apollo tyres ltd.,Active,A,1,ine438a01022,automobile and auto components,consumer discretionary,auto components,tyres & rubber products
500878,ceat ltd.,ceatltd,ceat ltd.,Active,A,10,ine482a01020,automobile and auto components,consumer discretionary,auto components,tyres & rubber products
500890,modi rubber ltd.,modirubber,modi rubber ltd.,Active,T,10,ine832a01018,automobile and auto components,consumer discretionary,auto components,tyres & rubber products
500940,finolex industries ltd.,finolexind,finolex industries ltd.,Active,A,2,ine183a01024,capital goods,industrials,industrial products,plastic products - industrial
501110,sunrise industrial traders ltd.,sunrinv,sunrise industrial traders ltd.,Active,XT,10,ine371u01015,financial services,financial services,finance,other financial services
501111,gold rock investments ltd.,zgoldinv,gold rock investments ltd.,Active,XT,10,ine598f01014,services,services,commercial services & supplies,trading & distributors
501144,peoples investments ltd.,peoplin,peoples investments ltd.,Active,XT,10,ine644u01015,services,services,commercial services & supplies,diversified commercial services
501148,dalal street investments ltd.,dsinvest,dalal street investments ltd.,Active,XT,10,ine422d01012,financial services,financial services,finance,investment company
