security_code,issuer_name,security_id,security_name,status,group,face_value,isin_number,industry,sector_name,group_name,sub_group_name
531727,menon pistons ltd.,mennpis,menon pistons ltd.,Active,X,1,ine650g01029,automobile and auto components,consumer discretionary,auto components,auto components & equipments
531735,prism finance ltd.,prismfn,prism finance ltd.,Active,P,10,ine429q01019,financial services,financial services,finance,non banking financial company (nbfc)
531737,greencrest financial services limited,greencrest,greencrest financial services limited,Active,X,10,ine414c01037,services,services,commercial services & supplies,diversified commercial services
531739,gennex laboratories ltd,gennex,gennex laboratories ltd.,Active,X,1,ine509c01026,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
531743,hira automobiles ltd.,hirauto,hira automobiles ltd.,Active,P,10,ine258z01013,services,services,commercial services & supplies,trading & distributors
531744,gini silk mills ltd.,ginisilk,gini silk mills ltd.,Active,X,10,ine548b01018,services,services,commercial services & supplies,trading & distributors
531746,prajay engineers syndicate ltd.,praeng,prajay engineers syndicate ltd.,Active,B,10,ine505c01016,realty,consumer discretionary,realty,residential commercial projects
531752,biogen pharmachem industries limited,biogen,biogen pharmachem industries ltd,Active,X,1,ine703d01023,financial services,financial services,finance,other financial services
531758,g.k.consultants ltd.,gkcons,g.k.consultants ltd.,Active,X,10,ine131d01019,financial services,financial services,finance,non banking financial company (nbfc)
531761,apollo pipes limited,apollopipes,apollo pipes ltd,Active,A,10,ine126j01016,capital goods,industrials,industrial products,plastic products - industrial
531762,unjha formulations ltd.,unjhafor,unjha formulations ltd.,Active,X,10,ine576d01015,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
531768,poly medicure ltd,polymed,poly medicure ltd.,Active,A,5,ine205c01021,healthcare,healthcare,healthcare equipment & supplies,medical equipment & supplies
531775,cistro telelink ltd.,cistro,cistro telelink ltd.,Active,XT,1,ine365c01023,services,services,commercial services & supplies,trading & distributors
531778,kachchh minerals ltd.,kachchh,kachchh minerals ltd.,Active,XT,10,ine059e01010,metals & mining,commodities,minerals & mining,industrial minerals
531780,kaiser corporation limited,kacl,kaiser corporation limited,Active,X,1,ine229g01022,services,services,commercial services & supplies,trading & distributors
531784,kcl infra projects limited,kclinfra,kcl infra projects ltd,Active,X,2,ine469f01026,construction,industrials,construction,civil construction
531795,atul auto limited,atulauto,atul auto ltd.,Active,B,5,ine951d01028,capital goods,industrials,agricultural commercial & construction vehicles,commercial vehicles
531797,scan projects ltd,scanpro,scan projects ltd.,Active,XT,10,ine393d01015,construction materials,commodities,cement & cement products,cement & cement products
531802,prerna infrabuild limited,prerinfra,prerna infrabuild ltd.,Active,X,10,ine426h01014,realty,consumer discretionary,realty,residential commercial projects
531810,metal coatings (india) ltd.,metalco,metal coatings (india) ltd.,Active,X,10,ine161e01014,capital goods,industrials,industrial products,iron & steel products
531812,sgn telecoms ltd.,sgnte,sgn telecoms ltd.,Active,XT,1,ine266c01023,capital goods,industrials,electrical equipment,other electrical equipment
531813,ganga papers india ltd,gangapa,ganga papers india ltd.,Active,XT,10,ine278o01015,forest materials,commodities,paper forest & jute products,paper & paper products
531814,tirupati sarjan ltd.,tirsarj,tirupati sarjan ltd.,Active,X,5,ine297j01023,realty,consumer discretionary,realty,residential commercial projects
531819,nuway organic naturals (india) ltd.,nuway,nuway organic naturals india ltd.,Active,XT,10,ine414l01012,services,services,commercial services & supplies,trading & distributors
531821,munoth financial services ltd.,munothfi,munoth financial services ltd.,Active,X,10,ine348d01019,financial services,financial services,finance,other financial services
531822,rodium realty limited,rodium,rodium realty limited,Active,X,10,ine513e01024,realty,consumer discretionary,realty,residential commercial projects
531832,nagarjuna agritech ltd.,nagtech,nagarjuna agri tech ltd.,Active,X,10,ine793h01017,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,other agricultural products
531834,natura hue chem ltd.,nathuec,natura hue chem ltd.,Active,X,10,ine487b01019,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,other agricultural products
531841,indus finance limited,indusfinl,indus finance ltd,Active,X,10,ine935d01013,financial services,financial services,finance,non banking financial company (nbfc)
531842,lahoti overseas ltd.,lahotiov,lahoti overseas ltd.,Active,X,2,ine515c01023,services,services,commercial services & supplies,trading & distributors
531845,zenith steel pipes and industries limited,zenithstl,zenith steel pipes & industries ltd,Active,T,10,ine318d01020,capital goods,industrials,industrial products,iron & steel products
531846,trinity league india limited,trinitylea,trinity league india ltd.,Active,XT,10,ine884x01011,financial services,financial services,finance,other financial services
531847,asian star co. ltd.,astar,asian star co.ltd.,Active,B,10,ine194d01017,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
531859,oriental rail infrastructure limited,orirail,oriental rail infrastructure ltd,Active,X,1,ine457g01029,capital goods,industrials,industrial products,other industrial products
531861,joindre capital services ltd.,joindre,joindre capital services ltd.,Active,X,10,ine024b01010,financial services,financial services,capital markets,stockbroking & allied
531862,bharat agri fert and realty ltd,bharatagri,bharat agri fert & realty ltd.,Active,X,10,ine842d01011,chemicals,commodities,fertilizers & agrochemicals,fertilizers
531867,unitech international ltd,unitint,unitech international ltd.,Active,X,10,ine929k01011,chemicals,commodities,chemicals & petrochemicals,specialty chemicals
531869,sacheta metals ltd.,sachemt,sacheta metals ltd.,Active,X,10,ine433g01012,metals & mining,commodities,non - ferrous metals,aluminium
531878,anjani finance ltd,anjanifin,anjani finance ltd.,Active,X,10,ine283d01018,financial services,financial services,finance,non banking financial company (nbfc)
531879,pioneer distilleries ltd.,piondist,pioneer distilleries ltd.,Active,B,10,ine889e01010,fast moving consumer goods,fast moving consumer goods,beverages,breweries & distilleries
531881,gujarat metallic coal & coke ltd,gmetcoal,gujarat metallic coal & coke ltd.,Active,Z,100,ine146f01020,services,services,commercial services & supplies,trading & distributors
531885,sva india ltd,svaindia,sva india ltd.,Active,P,10,ine763k01014,services,services,commercial services & supplies,trading & distributors
531887,rahul merchandising ltd.,rahme,rahul merchandising ltd.,Active,X,10,ine149d01011,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
531888,rexnord electronics & controls ltd.,rexnord,rexnord electronics & controls ltd.,Active,X,10,ine687c01012,capital goods,industrials,industrial manufacturing,industrial equipments
531892,khandwala securities ltd.,khandse,khandwala securities ltd.,Active,T,10,ine060b01014,financial services,financial services,capital markets,stockbroking & allied
531893,sawaca business machines ltd.,sawabusi,sawaca business machines ltd.,Active,XT,1,ine248b01023,services,services,commercial services & supplies,diversified commercial services
531900,ccl international ltd,cclinter,ccl international ltd.,Active,X,10,ine778e01031,construction,industrials,construction,civil construction
531902,gallops enterprise limited,gallopent,gallops enterprise ltd.,Active,X,10,ine755j01012,realty,consumer discretionary,realty,residential commercial projects
531909,croissance limited,croissance,croissance ltd,Active,XT,1,ine587j01027,realty,consumer discretionary,realty,residential commercial projects
531910,madhuveer com 18 network limited,madhuveer,madhuveer com 18 network ltd,Active,XT,10,ine312m01016,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
531911,galaxy agrico exports ltd.,galagex,galaxy agrico exports ltd.,Active,XT,10,ine803l01016,capital goods,industrials,industrial manufacturing,industrial machinery
531913,gopal iron & steels co.(gujarat) lt,gopaist,gopal iron & steels co.(gujarat) ltd.,Active,XT,10,ine641h01018,capital goods,industrials,industrial products,iron & steel products
531918,hindustan appliances ltd,hindapl,hindustan appliances ltd.,Active,XT,10,ine02xd01011,services,services,commercial services & supplies,trading & distributors
531921,agarwal industrial corporation limited,agarind,agarwal industrial corporation ltd.,Active,B,10,ine204e01012,chemicals,commodities,chemicals & petrochemicals,petrochemicals
531923,dhampure speciality sugars ltd.,dhampure,dhampure speciality sugars ltd.,Active,X,10,ine956b01013,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
531925,shantanu sheorey aquakult ltd.,shaquak,shantanu sheorey aquakult ltd.,Active,XT,10,ine545n01019,fast moving consumer goods,fast moving consumer goods,food products,packaged foods
531928,golden carpets limited.,golca,golden carpets ltd.,Active,XT,10,ine595d01015,consumer durables,consumer discretionary,consumer durables,furniture home furnishing flooring
531929,innocorp limited,innocorp,innocorp ltd.,Active,X,10,ine214b01017,capital goods,industrials,industrial products,plastic products - industrial
531930,sarthak industries ltd.,sarthakind,sarthak industries ltd.,Active,X,10,ine074h01012,services,services,commercial services & supplies,trading & distributors
531931,sai capital ltd.,saicapi,sai capital ltd.,Active,XT,10,ine531x01018,services,services,commercial services & supplies,diversified commercial services
531946,chadha papers ltd.,chadpap,chadha papers ltd.,Active,XT,10,ine669w01018,forest materials,commodities,paper forest & jute products,paper & paper products
531950,vertex securities ltd.,vertex,vertex securities ltd.,Active,X,2,ine316d01024,financial services,financial services,finance,other financial services
531952,riba textiles ltd.,ribatex,riba textiles ltd.,Active,X,10,ine811h01017,textiles,consumer discretionary,textiles & apparels,other textile products
531962,shree metalloys limited,shremetal,shree metalloys ltd.,Active,XT,10,ine914b01012,financial services,financial services,finance,non banking financial company (nbfc)
531968,iitl projects limited,iitlproj,iitl projects limited,Active,X,10,ine786e01018,realty,consumer discretionary,realty,residential commercial projects
531971,hari govind international ltd.,harigov,hari govind international ltd.,Active,P,10,ine167f01018,textiles,consumer discretionary,textiles & apparels,other textile products
531977,chartered logistics ltd,chlogist,chartered logistics ltd.,Active,X,1,ine558f01026,services,services,transport services,logistics solution provider
531978,ambika cotton mills ltd.,ambikco,ambika cotton mills ltd.,Active,B,10,ine540g01014,textiles,consumer discretionary,textiles & apparels,other textile products
531979,hind aluminium industries ltd.,hindalumi,hind aluminium industries ltd.,Active,X,10,ine227b01019,metals & mining,commodities,non - ferrous metals,aluminium
531980,senthil infotek limited,seninfo,senthil infotek ltd,Active,XT,10,ine564b01015,information technology,information technology,it - software,computers - software & consulting
531991,amraworld agrico ltd.,amraagri,amraworld agrico ltd.,Active,X,1,ine735c01027,textiles,consumer discretionary,textiles & apparels,other textile products
531994,auto pins (india) ltd.,autopins,auto pins (india) ltd.,Active,X,10,ine706c01028,automobile and auto components,consumer discretionary,auto components,auto components & equipments
531996,odyssey corporation ltd.,odycorp,odyssey corporation ltd.,Active,X,5,ine839e01023,financial services,financial services,finance,non banking financial company (nbfc)
532001,inducto steels ltd.,indctst,inducto steel ltd.,Active,X,10,ine146h01018,capital goods,industrials,industrial products,iron & steel products
532005,sam industries ltd.,samindus,sam industries ltd.,Active,X,10,ine653d01012,financial services,financial services,finance,investment company
532007,shree vatsaa finance & leasing ltd.,shvfl,shreevatsaa finance & leasing ltd.,Active,X,10,ine981c01019,services,services,commercial services & supplies,diversified commercial services
532011,pooja entertainment and films ltd.,poojaent,pooja entertainment and films ltd.,Active,XT,10,ine147c01017,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
532015,gravity (india) ltd.,gravity,gravity (india) ltd.,Active,X,10,ine995a01013,textiles,consumer discretionary,textiles & apparels,other textile products
532016,espire hospitality limited,espire,espire hospitality limited,Active,Z,10,ine176o01011,realty,consumer discretionary,realty,residential commercial projects
532019,lcc infotech ltd.,lccinfotec,lcc infotech ltd.,Active,B,2,ine938a01021,consumer services,consumer discretionary,other consumer services,e-learning
532022,filatex fashions ltd,filatfash,filatex fashions ltd.,Active,X,5,ine185e01013,textiles,consumer discretionary,textiles & apparels,other textile products
532024,r.b.gupta financials ltd.,rbgupta,r.b.gupta financials ltd.,Active,P,10,ine056j01015,financial services,financial services,finance,other financial services
532029,sindhu trade links limited,sindhutrad,sindhu trade links limited,Active,T,1,ine325d01025,services,services,commercial services & supplies,diversified commercial services
532033,jain studios ltd.,jainstudio,jain studios ltd.,Active,Z,10,ine486b01011,"media, entertainment & publication",consumer discretionary,entertainment,tv broadcasting & software production
532035,unistar multimedia ltd,unistrmu,unistar multimedia ltd.,Active,X,10,ine808c01014,"media, entertainment & publication",consumer discretionary,entertainment,media & entertainment
532039,zenotech laboratories limited,zenotech,zenotech laboratories ltd.,Active,X,10,ine486f01012,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532041,hindustan bio sciences ltd.,hindbio,hindustan bio sciences ltd.,Active,X,10,ine597c01013,information technology,information technology,it - software,software products
532042,frontline corporation limited,frontcorp,frontline corporation ltd.,Active,X,10,ine092d01013,services,services,transport services,road transport
532051,swelect energy systems limited,swelectes,swelect energy systems limited,Active,B,10,ine409b01013,capital goods,industrials,electrical equipment,heavy electrical equipment
532053,wallfort financial services ltd.,wallfort,wallfort financial services ltd.,Active,X,10,ine121b01014,financial services,financial services,capital markets,stockbroking & allied
532054,kddl ltd,kddl,kddl ltd.,Active,B,10,ine291d01011,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
532056,adinath exim resources ltd.,adiexre,adinath exim resources ltd.,Active,XT,10,ine398h01015,financial services,financial services,finance,investment company
532057,abhinav capital services limited,abhicap,abhinav capital services ltd.,Active,XT,10,ine516f01016,financial services,financial services,finance,non banking financial company (nbfc)
532067,kilpest india ltd.,kilpest,kilpest india ltd.,Active,X,10,ine994e01018,chemicals,commodities,fertilizers & agrochemicals,pesticides & agrochemicals
532070,superb papers ltd.,suprbpa,superb papers ltd.,Active,X,10,ine311n01016,forest materials,commodities,paper forest & jute products,paper & paper products
532078,monind limited,monind,monind ltd,Active,X,10,ine407e01029,capital goods,industrials,industrial products,iron & steel products
532083,shri kalyan holdings ltd.,shkalyn,shri kalyan holdings ltd.,Active,XT,10,ine079n01019,services,services,commercial services & supplies,diversified commercial services
532090,vandana knitwear limited,vandana,vandana knitwear ltd.,Active,XT,1,ine219m01021,textiles,consumer discretionary,textiles & apparels,other textile products
532092,sagar productions limited,sagarprod,sagar productions limited,Active,XT,1,ine807d01030,financial services,financial services,finance,non banking financial company (nbfc)
532100,indo-city infotech ltd.,indocity,indo-city infotech ltd.,Active,X,10,ine456b01014,information technology,information technology,it - software,software products
532102,sbec sugar ltd.,sbecsug,sbec sugar ltd.,Active,X,10,ine948g01019,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
532105,mega fin (india) ltd.,megfi,mega fin (india) ltd.,Active,P,10,ine524d01015,services,services,commercial services & supplies,diversified commercial services
532113,brijlaxmi leasing & finance ltd.,brijleas,brijlaxmi leasing & finance ltd.,Active,X,10,ine957e01031,financial services,financial services,finance,non banking financial company (nbfc)
532123,bsel infrastructure realty ltd.,bselinfra,bsel infrastructure realty ltd.,Active,X,10,ine395a01016,realty,consumer discretionary,realty,residential commercial projects
532124,reliable ventures india ltd,reliabven,reliable ventures india ltd.,Active,X,10,ine419h01019,consumer services,consumer discretionary,leisure services,hotels & resorts
532134,bank of baroda,bankbaroda,bank of baroda,Active,A,2,ine028a01039,financial services,financial services,banks,public sector bank
532138,smc credits ltd.,smcredt,smc credits ltd.,Active,X,10,ine440e01012,financial services,financial services,finance,non banking financial company (nbfc)
532140,mohite industries limited,mohite,mohite industries ltd,Active,X,10,ine154b01015,textiles,consumer discretionary,textiles & apparels,other textile products
532143,skm egg products exports (india) lt,skmeggprod,skm egg products export (india) ltd.,Active,B,10,ine411d01015,fast moving consumer goods,fast moving consumer goods,food products,other food products
532144,welspun corp limited,welcorp,welspun corp limited,Active,A,5,ine191b01025,capital goods,industrials,industrial products,iron & steel products
532145,h.s.india ltd.,hotlsilv,h.s.india ltd.,Active,X,10,ine731b01010,consumer services,consumer discretionary,leisure services,hotels & resorts
532149,bank of india,bankindia,bank of india,Active,A,10,ine084a01016,financial services,financial services,banks,public sector bank
532150,indraprastha medical corporation lt,indramedco,indraprastha medical corp.ltd.,Active,B,10,ine681b01017,healthcare,healthcare,healthcare services,hospital
532154,johnson pharmacare limited,johnpharma,johnson pharmacare ltd,Active,X,1,ine560f01022,services,services,commercial services & supplies,diversified commercial services
532155,gail (india) ltd.,gail,gail (india) ltd.,Active,A,10,ine129a01019,"oil, gas & consumable fuels",energy,gas,gas transmission/marketing
532156,vaibhav global ltd,vaibhavgbl,vaibhav global ltd,Active,A,2,ine884a01027,consumer durables,consumer discretionary,consumer durables,gems jewellery and watches
532159,trescon limited,trescon,trescon ltd,Active,X,10,ine088d01011,realty,consumer discretionary,realty,residential commercial projects
532160,gujarat state financial corporation,gujstatfin,gujarat state financial corporation,Active,T,10,ine944a01011,financial services,financial services,finance,financial institution
532162,jk paper ltd.,jkpaper,jk paper ltd.,Active,A,10,ine789e01012,forest materials,commodities,paper forest & jute products,paper & paper products
532163,saregama india ltd.,saregama,saregama india ltd.,Active,A,1,ine979a01025,"media, entertainment & publication",consumer discretionary,entertainment,media & entertainment
532164,minolta finance ltd.,minoltaf,minolta finance ltd.,Active,Z,10,ine514c01018,financial services,financial services,finance,non banking financial company (nbfc)
532172,adroit infotech limited,adroitinfo,adroit infotech ltd,Active,B,10,ine737b01033,information technology,information technology,it - services,it enabled services
532173,cybertech systems and software ltd.,cybertech,cybertech systems and software ltd.,Active,B,10,ine214a01019,information technology,information technology,it - software,computers - software & consulting
532174,icici bank ltd.,icicibank,icici bank ltd.,Active,A,2,ine090a01021,financial services,financial services,banks,private sector bank
532175,cyient limited,cyient,cyient limited,Active,A,5,ine136b01020,information technology,information technology,it - services,it enabled services
532178,engineers india ltd.,enginersin,engineers india ltd.,Active,A,5,ine510a01028,construction,industrials,construction,engineering designing & construction
532180,dhanlaxmi bank limited,dhanbank,dhanlaxmi bank limited,Active,B,10,ine680a01011,financial services,financial services,banks,private sector bank
532181,gujarat mineral development corpora,gmdcltd,gujarat mineral development corporation ltd.,Active,A,2,ine131a01031,metals & mining,commodities,minerals & mining,industrial minerals
532183,gayatri sugars ltd.,gayatri,gayatri sugars ltd.,Active,XT,10,ine622e01023,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
532187,indusind bank ltd.,indusindbk,indusind bank ltd.,Active,A,10,ine095a01012,financial services,financial services,banks,private sector bank
532189,india tourism development corporati,itdc,india tourism development corporation ltd.,Active,A,10,ine353k01014,consumer services,consumer discretionary,leisure services,hotels & resorts
532209,jammu and kashmir bank ltd.,j&kbank,jammu & kashmir bank ltd.,Active,A,1,ine168a01041,financial services,financial services,banks,private sector bank
532210,city union bank ltd,cub,city union bank ltd.,Active,A,1,ine491a01021,financial services,financial services,banks,private sector bank
532212,archies ltd.,archies,archies ltd.,Active,B,2,ine731a01020,consumer durables,consumer discretionary,consumer durables,leisure products
532215,axis bank ltd.,axisbank,axis bank ltd.,Active,A,2,ine238a01034,financial services,financial services,banks,private sector bank
532216,hb stockholdings ltd.,hbstock,hb stockholdings ltd.,Active,B,10,ine550b01022,financial services,financial services,finance,non banking financial company (nbfc)
532217,siel financial services ltd.,sielfns,siel financial services ltd.,Active,X,10,ine027f01014,financial services,financial services,finance,other financial services
532218,south indian bank ltd.,southbank,south indian bank ltd.,Active,A,1,ine683a01023,financial services,financial services,banks,private sector bank
532219,energy development company ltd.,energydev,energy development company ltd.,Active,B,10,ine306c01019,power,utilities,power,electric utilities
532221,sonata software ltd.,sonatsoftw,sonata software ltd.,Active,A,1,ine269a01021,information technology,information technology,it - software,computers - software & consulting
532230,bengal tea & fabrics ltd.,bengalt,bengal tea & fabrics ltd.,Active,X,10,ine665d01016,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,tea & coffee
532234,national aluminium co. ltd.,nationalum,national aluminium co.ltd.,Active,A,5,ine139a01034,metals & mining,commodities,non - ferrous metals,aluminium
532240,india nippon electricals ltd,indnippon,india nippon electricals ltd.,Active,B,5,ine092b01025,automobile and auto components,consumer discretionary,auto components,auto components & equipments
532256,nalwa sons investment ltd,nsil,nalwa sons investments ltd.,Active,B,10,ine023a01030,financial services,financial services,finance,non banking financial company (nbfc)
532259,apar industries ltd,aparinds,apar industries ltd.,Active,A,10,ine372a01015,capital goods,industrials,electrical equipment,other electrical equipment
532262,tci industries ltd.,tciind,tci industries ltd.,Active,X,10,ine920b01019,services,services,commercial services & supplies,diversified commercial services
532268,accelya solutions india limited,accelya,accelya solutions india ltd,Active,B,10,ine793a01012,information technology,information technology,it - software,computers - software & consulting
532271,orchasp limited,orchasp,orchasp ltd,Active,X,2,ine215b01022,information technology,information technology,it - software,computers - software & consulting
532281,hcl technologies ltd,hcltech,hcl technologies ltd.,Active,A,2,ine860a01027,information technology,information technology,it - software,computers - software & consulting
532284,tcfc finance ltd,tcfcfinq,tcfc finance ltd.,Active,X,10,ine389d01013,financial services,financial services,finance,non banking financial company (nbfc)
532285,geojit financial services limited,geojitfsl,geojit financial services ltd,Active,A,1,ine007b01023,financial services,financial services,capital markets,stockbroking & allied
532286,jindal steel & power ltd,jindalstel,jindal steel & power ltd.,Active,A,1,ine749a01030,metals & mining,commodities,ferrous metals,iron & steel
532290,blb limited,blblimited,blb ltd.,Active,B,1,ine791a01024,financial services,financial services,finance,investment company
532296,glenmark pharmaceuticals ltd,glenmark,glenmark pharmaceuticals ltd.,Active,A,1,ine935a01035,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532300,wockhardt ltd,wockpharma,wockhardt ltd.,Active,A,5,ine049b01025,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532301,tata coffee ltd,tatacoffee,tata coffee ltd.,Active,A,1,ine493a01027,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,tea & coffee
532304,kjmc corporate advisors (india) ltd.,kjmccorp,kjmc corporate advisors (india) ltd.,Active,X,10,ine602c01011,financial services,financial services,finance,other financial services
532305,ind-swift laboratories ltd.,indswftlab,ind-swift laboratories ltd.,Active,B,10,ine915b01019,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532307,melstar information technologies ltd.,melstar,melstar information technologies ltd.,Active,Z,10,ine817a01019,information technology,information technology,it - services,it enabled services
532309,ge power india limited,gepil,ge power india ltd,Active,A,10,ine878a01011,capital goods,industrials,electrical equipment,heavy electrical equipment
532310,shree rama multi-tech ltd.,shreerama,shree rama multi-tech ltd.,Active,B,5,ine879a01019,capital goods,industrials,industrial products,packaging
532313,mahindra lifespace developers ltd.,mahlife,mahindra lifespace developers ltd.,Active,A,10,ine813a01018,realty,consumer discretionary,realty,residential commercial projects
532320,vaarad ventures ltd,vaarad,vaarad ventures ltd,Active,X,1,ine418b01048,financial services,financial services,finance,non banking financial company (nbfc)
532321,zydus lifesciences limited,zyduslife,zydus lifesciences ltd,Active,A,1,ine010b01027,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532323,shiva cement ltd.,shivacem,shiva cement ltd.,Active,X,2,ine555c01029,construction materials,commodities,cement & cement products,cement & cement products
532324,cinevista limited,cinevista,cinevista ltd.,Active,B,2,ine039b01026,"media, entertainment & publication",consumer discretionary,entertainment,media & entertainment
532326,intense technologies,intentech,intense technologies ltd.,Active,B,2,ine781a01025,information technology,information technology,it - software,software products
532329,danlaw technologies india ltd.,danlaw,danlaw technologies india ltd.,Active,X,10,ine310b01013,capital goods,industrials,industrial manufacturing,industrial electronics
532331,ajanta pharma ltd.,ajantpharm,ajanta pharma ltd.,Active,A,2,ine031b01049,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532333,hb portfolio ltd.,hbpor,hb portfolio ltd.,Active,X,10,ine638b01025,financial services,financial services,finance,other financial services
532334,hb estate developers ltd.,hbesd,hb estate developers ltd.,Active,X,10,ine640b01021,realty,consumer discretionary,realty,residential commercial projects
532335,ambica agarbathies & aroma ind. ltd.,ambicaagar,ambica agarbathies & aroma industries ltd.,Active,B,10,ine792b01012,fast moving consumer goods,fast moving consumer goods,household products,household products
532339,compucom software lt.,compusoft,compucom software ltd.,Active,B,2,ine453b01029,consumer services,consumer discretionary,other consumer services,education
532340,omni axs software ltd.,omniax,omni axs software ltd.,Active,X,10,ine369b01019,information technology,information technology,it - software,software products
532341,izmo limited,izmo,izmo limited,Active,B,10,ine848a01014,information technology,information technology,it - services,it enabled services
532343,tvs motor company ltd.,tvsmotor,tvs motor company ltd.,Active,A,1,ine494b01023,automobile and auto components,consumer discretionary,automobiles,2/3 wheelers
532344,softsol india limited.,softsol,softsol india ltd.,Active,X,10,ine002b01016,information technology,information technology,it - software,computers - software & consulting
532345,gati limited,gati,gati ltd.,Active,A,2,ine152b01027,services,services,transport services,logistics solution provider
532348,subex ltd,subex,subex ltd.,Active,A,5,ine754a01055,information technology,information technology,it - software,software products
532349,transport corporation of india ltd,tci,transport corporation of india ltd.,Active,A,2,ine688a01022,services,services,transport services,logistics solution provider
532350,padmalaya telefilms ltd.,padmalayat,padmalaya telefilms ltd.,Active,Z,10,ine243b01016,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
532351,aksh optifibre ltd.,akshoptfbr,aksh optifibre ltd.,Active,B,5,ine523b01011,telecommunication,telecommunication,telecom - equipment & accessories,telecom - equipment & accessories
532356,triveni engineering & industries ltd,triveni,triveni engineering & industries ltd.,Active,A,1,ine256c01024,fast moving consumer goods,fast moving consumer goods,agricultural food & other products,sugar
532357,mukta arts ltd.,muktaarts,mukta arts ltd.,Active,B,5,ine374b01019,consumer services,consumer discretionary,other consumer services,education
532362,nagpur power & industries ltd,nagpi,nagpur power & industries ltd.,Active,X,10,ine099e01016,metals & mining,commodities,ferrous metals,ferro & silica manganese
532365,dynacons systems & solutions ltd.,dssl,dynacons systems & solutions ltd.,Active,T,10,ine417b01040,information technology,information technology,it - services,it enabled services
532366,pnb gilts ltd,pnbgilts,pnb gilts ltd.,Active,B,10,ine859a01011,financial services,financial services,finance,investment company
532368,brightcom group limited,bcg,brightcom group ltd,Active,B,2,ine425b01027,information technology,information technology,it - services,it enabled services
532369,ramco industries ltd,ramcoind,ramco industries ltd.,Active,A,1,ine614a01028,construction materials,commodities,cement & cement products,cement & cement products
532370,ramco systems ltd,ramcosys,ramco systems ltd.,Active,A,10,ine246b01019,information technology,information technology,it - software,software products
532371,tata teleservices (maharashtra) ltd.,ttml,tata teleservices (maharashtra) ltd.,Active,B,10,ine517b01013,telecommunication,telecommunication,telecom - services,telecom - cellular & fixed line services
532372,virinchi limited,virinchi,virinchi ltd,Active,X,10,ine539b01017,information technology,information technology,it - software,software products
532373,wep solutions ltd,wepsoln,wep solutions ltd.,Active,X,10,ine434b01029,information technology,information technology,it - services,it enabled services
532374,sterlite technologies limited.,stltech,sterlite technologies ltd.,Active,A,2,ine089c01029,telecommunication,telecommunication,telecom - services,other telecom services
532375,tips industries limited,tipsindltd,tips industries ltd.,Active,B,10,ine716b01011,"media, entertainment & publication",consumer discretionary,entertainment,media & entertainment
532376,mro-tek realty limited,mro-tek,mro-tek realty ltd,Active,B,5,ine398b01018,information technology,information technology,it - hardware,computers hardware & equipments
532378,universal arts ltd,univarts,universal arts ltd.,Active,XT,10,ine464b01018,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
532379,first fintec limited,firstfin,first fintec ltd,Active,X,10,ine683b01047,information technology,information technology,it - software,software products
532380,baba arts ltd,baba,baba arts ltd.,Active,X,1,ine893a01036,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
532382,balaji telefilms ltd.,balajitele,balaji telefilms ltd.,Active,B,2,ine794b01026,"media, entertainment & publication",consumer discretionary,entertainment,media & entertainment
532384,tyche industries ltd.,tyche,tyche industries ltd.,Active,X,10,ine443b01012,healthcare,healthcare,pharmaceuticals & biotechnology,pharmaceuticals
532386,california software co. ltd.,calsoft,california software co.ltd.,Active,B,10,ine526b01014,information technology,information technology,it - software,computers - software & consulting
532387,pritish nandy communications ltd,pnc,pritish nandy communications ltd.,Active,B,10,ine392b01011,"media, entertainment & publication",consumer discretionary,entertainment,film production distribution & exhibition
532388,indian overseas bank,iob,indian overseas bank,Active,A,10,ine565a01014,financial services,financial services,banks,public sector bank
532390,taj gvk hotels & resorts ltd.,tajgvk,tajgvk hotels & resorts ltd.,Active,B,2,ine586b01026,consumer services,consumer discretionary,leisure services,hotels & resorts
